"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","GFCF","TOT","AGRWTH","Q","2012-Q4",-12.09289323,
"SVK","GFCF","TOT","AGRWTH","Q","2013-Q1",-1.096377204,
"SVK","GFCF","TOT","AGRWTH","Q","2013-Q2",-1.511618668,
"SVK","GFCF","TOT","AGRWTH","Q","2013-Q3",0.270412925,
"SVK","GFCF","TOT","AGRWTH","Q","2013-Q4",7.285237635,
"SVK","GFCF","TOT","AGRWTH","Q","2014-Q1",2.0675622,
"SVK","GFCF","TOT","AGRWTH","Q","2014-Q2",3.724017843,
"SVK","GFCF","TOT","AGRWTH","Q","2014-Q3",3.871164782,
"SVK","GFCF","TOT","AGRWTH","Q","2014-Q4",2.310769033,
"SVK","GFCF","TOT","AGRWTH","Q","2015-Q1",13.920447074,
"SVK","GFCF","TOT","AGRWTH","Q","2015-Q2",20.712242002,
"SVK","GFCF","TOT","AGRWTH","Q","2015-Q3",25.275780281,
"SVK","GFCF","TOT","AGRWTH","Q","2015-Q4",25.229115071,
"SVK","GFCF","TOT","AGRWTH","Q","2016-Q1",3.471919903,
"SVK","GFCF","TOT","AGRWTH","Q","2016-Q2",-5.03355898,
"SVK","GFCF","TOT","AGRWTH","Q","2016-Q3",-15.274823615,
"SVK","GFCF","TOT","AGRWTH","Q","2016-Q4",-17.908768553,
"SVK","GFCF","TOT","AGRWTH","Q","2017-Q1",-4.192311714,
"SVK","GFCF","TOT","AGRWTH","Q","2017-Q2",-3.200290098,
"SVK","GFCF","TOT","AGRWTH","Q","2017-Q3",15.576585203,
"SVK","GFCF","TOT","AGRWTH","Q","2017-Q4",4.317638173,
"SVK","GFCF","TOT","AGRWTH","Q","2018-Q1",7.896703964,
"SVK","GFCF","TOT","AGRWTH","Q","2018-Q2",5.8302872,
"SVK","GFCF","TOT","AGRWTH","Q","2018-Q3",-8.817208008,
"SVK","GFCF","TOT","AGRWTH","Q","2018-Q4",7.631964978,
"SVK","GFCF","TOT","AGRWTH","Q","2019-Q1",4.849324075,
"SVK","GFCF","TOT","AGRWTH","Q","2019-Q2",5.071098456,
"SVK","GFCF","TOT","AGRWTH","Q","2019-Q3",9.785940036,
"SVK","GFCF","TOT","AGRWTH","Q","2019-Q4",7.373909306,
"SVK","GFCF","TOT","AGRWTH","Q","2020-Q1",-7.936346224,
"SVK","GFCF","TOT","AGRWTH","Q","2020-Q2",-14.918194706,
"SVK","GFCF","TOT","AGRWTH","Q","2020-Q3",-8.319183192,
"SVK","GFCF","TOT","AGRWTH","Q","2020-Q4",-14.978251748,
"SVK","GFCF","TOT","AGRWTH","Q","2021-Q1",-9.065582278,
"SVK","GFCF","TOT","AGRWTH","Q","2021-Q2",6.493025077,
"SVK","GFCF","TOT","AGRWTH","Q","2021-Q3",-0.944424215,
"SVK","GFCF","TOT","AGRWTH","Q","2021-Q4",6.402688933,
"SVK","GFCF","TOT","QGRWTH","Q","1993-Q2",1.51534837,"E"
"SVK","GFCF","TOT","QGRWTH","Q","1993-Q3",1.887591071,"E"
"SVK","GFCF","TOT","QGRWTH","Q","1993-Q4",-2.536048517,"E"
"SVK","GFCF","TOT","QGRWTH","Q","1994-Q1",19.647759361,"E"
"SVK","GFCF","TOT","QGRWTH","Q","1994-Q2",-22.639279894,"E"
"SVK","GFCF","TOT","QGRWTH","Q","1994-Q3",-2.315528012,"E"
"SVK","GFCF","TOT","QGRWTH","Q","1994-Q4",-0.70958911,"E"
"SVK","GFCF","TOT","QGRWTH","Q","1995-Q1",5.092301845,
"SVK","GFCF","TOT","QGRWTH","Q","1995-Q2",3.147955669,
"SVK","GFCF","TOT","QGRWTH","Q","1995-Q3",8.480868736,
"SVK","GFCF","TOT","QGRWTH","Q","1995-Q4",-2.154020586,
"SVK","GFCF","TOT","QGRWTH","Q","1996-Q1",16.607935216,
"SVK","GFCF","TOT","QGRWTH","Q","1996-Q2",-1.499443838,
"SVK","GFCF","TOT","QGRWTH","Q","1996-Q3",13.144971753,
"SVK","GFCF","TOT","QGRWTH","Q","1996-Q4",6.029253418,
"SVK","GFCF","TOT","QGRWTH","Q","1997-Q1",6.569046514,
"SVK","GFCF","TOT","QGRWTH","Q","1997-Q2",-3.236053002,
"SVK","GFCF","TOT","QGRWTH","Q","1997-Q3",-3.309696518,
"SVK","GFCF","TOT","QGRWTH","Q","1997-Q4",2.25110492,
"SVK","GFCF","TOT","QGRWTH","Q","1998-Q1",5.305802959,
"SVK","GFCF","TOT","QGRWTH","Q","1998-Q2",5.421489203,
"SVK","GFCF","TOT","QGRWTH","Q","1998-Q3",-3.889320044,
"SVK","GFCF","TOT","QGRWTH","Q","1998-Q4",7.174363631,
"SVK","GFCF","TOT","QGRWTH","Q","1999-Q1",-11.671122114,
"SVK","GFCF","TOT","QGRWTH","Q","1999-Q2",-3.541794168,
"SVK","GFCF","TOT","QGRWTH","Q","1999-Q3",-13.433558784,
"SVK","GFCF","TOT","QGRWTH","Q","1999-Q4",5.040709293,
"SVK","GFCF","TOT","QGRWTH","Q","2000-Q1",-11.399847299,
"SVK","GFCF","TOT","QGRWTH","Q","2000-Q2",-0.940010468,
"SVK","GFCF","TOT","QGRWTH","Q","2000-Q3",9.24229256,
"SVK","GFCF","TOT","QGRWTH","Q","2000-Q4",-0.214301924,
"SVK","GFCF","TOT","QGRWTH","Q","2001-Q1",7.222670759,
"SVK","GFCF","TOT","QGRWTH","Q","2001-Q2",8.622248506,
"SVK","GFCF","TOT","QGRWTH","Q","2001-Q3",-8.166761521,
"SVK","GFCF","TOT","QGRWTH","Q","2001-Q4",-2.8898949,
"SVK","GFCF","TOT","QGRWTH","Q","2002-Q1",5.106768373,
"SVK","GFCF","TOT","QGRWTH","Q","2002-Q2",-5.485524486,
"SVK","GFCF","TOT","QGRWTH","Q","2002-Q3",6.591007962,
"SVK","GFCF","TOT","QGRWTH","Q","2002-Q4",0.920297997,
"SVK","GFCF","TOT","QGRWTH","Q","2003-Q1",-6.474450052,
"SVK","GFCF","TOT","QGRWTH","Q","2003-Q2",4.803293473,
"SVK","GFCF","TOT","QGRWTH","Q","2003-Q3",-5.298725888,
"SVK","GFCF","TOT","QGRWTH","Q","2003-Q4",-4.455311687,
"SVK","GFCF","TOT","QGRWTH","Q","2004-Q1",4.843450426,
"SVK","GFCF","TOT","QGRWTH","Q","2004-Q2",-1.560222151,
"SVK","GFCF","TOT","QGRWTH","Q","2004-Q3",9.954131256,
"SVK","GFCF","TOT","QGRWTH","Q","2004-Q4",9.220866484,
"SVK","GFCF","TOT","QGRWTH","Q","2005-Q1",-1.904731006,
"SVK","GFCF","TOT","QGRWTH","Q","2005-Q2",10.382087244,
"SVK","GFCF","TOT","QGRWTH","Q","2005-Q3",0.395675553,
"SVK","GFCF","TOT","QGRWTH","Q","2005-Q4",-3.205832626,
"SVK","GFCF","TOT","QGRWTH","Q","2006-Q1",1.023769868,
"SVK","GFCF","TOT","QGRWTH","Q","2006-Q2",2.803392265,
"SVK","GFCF","TOT","QGRWTH","Q","2006-Q3",3.001337089,
"SVK","GFCF","TOT","QGRWTH","Q","2006-Q4",7.403735531,
"SVK","GFCF","TOT","QGRWTH","Q","2007-Q1",-2.564632927,
"SVK","GFCF","TOT","QGRWTH","Q","2007-Q2",4.340766459,
"SVK","GFCF","TOT","QGRWTH","Q","2007-Q3",4.774879029,
"SVK","GFCF","TOT","QGRWTH","Q","2007-Q4",-2.948745099,
"SVK","GFCF","TOT","QGRWTH","Q","2008-Q1",-0.90646871,
"SVK","GFCF","TOT","QGRWTH","Q","2008-Q2",8.817478865,
"SVK","GFCF","TOT","QGRWTH","Q","2008-Q3",-3.710056992,
"SVK","GFCF","TOT","QGRWTH","Q","2008-Q4",-4.19132921,
"SVK","GFCF","TOT","QGRWTH","Q","2009-Q1",-5.74483977,
"SVK","GFCF","TOT","QGRWTH","Q","2009-Q2",-19.237954893,
"SVK","GFCF","TOT","QGRWTH","Q","2009-Q3",7.626500066,
"SVK","GFCF","TOT","QGRWTH","Q","2009-Q4",-3.946263341,
"SVK","GFCF","TOT","QGRWTH","Q","2010-Q1",24.6693053,
"SVK","GFCF","TOT","QGRWTH","Q","2010-Q2",-12.947808683,
"SVK","GFCF","TOT","QGRWTH","Q","2010-Q3",0.770410384,
"SVK","GFCF","TOT","QGRWTH","Q","2010-Q4",4.280708037,
"SVK","GFCF","TOT","QGRWTH","Q","2011-Q1",17.773504094,
"SVK","GFCF","TOT","QGRWTH","Q","2011-Q2",-5.910918614,
"SVK","GFCF","TOT","QGRWTH","Q","2011-Q3",1.910995944,
"SVK","GFCF","TOT","QGRWTH","Q","2011-Q4",2.093309934,
"SVK","GFCF","TOT","QGRWTH","Q","2012-Q1",-11.275330976,
"SVK","GFCF","TOT","QGRWTH","Q","2012-Q2",1.917386371,
"SVK","GFCF","TOT","QGRWTH","Q","2012-Q3",-0.852028603,
"SVK","GFCF","TOT","QGRWTH","Q","2012-Q4",-1.950024825,
"SVK","GFCF","TOT","QGRWTH","Q","2013-Q1",-0.176544077,
"SVK","GFCF","TOT","QGRWTH","Q","2013-Q2",1.489491786,
"SVK","GFCF","TOT","QGRWTH","Q","2013-Q3",0.941937497,
"SVK","GFCF","TOT","QGRWTH","Q","2013-Q4",4.909460127,
"SVK","GFCF","TOT","QGRWTH","Q","2014-Q1",-5.031325642,
"SVK","GFCF","TOT","QGRWTH","Q","2014-Q2",3.136565917,
"SVK","GFCF","TOT","QGRWTH","Q","2014-Q3",1.085137668,
"SVK","GFCF","TOT","QGRWTH","Q","2014-Q4",3.333466674,
"SVK","GFCF","TOT","QGRWTH","Q","2015-Q1",5.745210824,
"SVK","GFCF","TOT","QGRWTH","Q","2015-Q2",9.285439305,
"SVK","GFCF","TOT","QGRWTH","Q","2015-Q3",4.906671321,
"SVK","GFCF","TOT","QGRWTH","Q","2015-Q4",3.294974974,
"SVK","GFCF","TOT","QGRWTH","Q","2016-Q1",-12.626868134,
"SVK","GFCF","TOT","QGRWTH","Q","2016-Q2",0.302084235,
"SVK","GFCF","TOT","QGRWTH","Q","2016-Q3",-6.406556503,
"SVK","GFCF","TOT","QGRWTH","Q","2016-Q4",0.08373024,
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q1",1.972130699,
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q2",1.340642178,
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q3",11.748378251,
"SVK","GFCF","TOT","QGRWTH","Q","2017-Q4",-9.665973088,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q1",5.470723755,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q2",-0.600214161,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q3",-3.718213386,
"SVK","GFCF","TOT","QGRWTH","Q","2018-Q4",6.630084565,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q1",2.743958059,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q2",-0.389966492,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q3",0.60222656,
"SVK","GFCF","TOT","QGRWTH","Q","2019-Q4",4.287388946,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q1",-11.906120925,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q2",-7.944111181,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q3",8.405014114,
"SVK","GFCF","TOT","QGRWTH","Q","2020-Q4",-3.287334935,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q1",-5.779806188,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q2",7.80637653,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q3",0.834031931,
"SVK","GFCF","TOT","QGRWTH","Q","2021-Q4",3.886000715,
"ESP","GFCF","TOT","AGRWTH","Q","1961-Q1",15.897039003,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1961-Q2",18.8653489,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1961-Q3",19.37444421,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1961-Q4",17.625855861,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1962-Q1",13.95434179,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1962-Q2",11.558080195,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1962-Q3",10.231778912,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1962-Q4",9.840534304,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1963-Q1",10.299888092,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1963-Q2",10.935619971,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1963-Q3",11.733055586,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1963-Q4",12.677146816,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1964-Q1",13.753006501,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1964-Q2",14.663811257,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1964-Q3",15.414031723,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1964-Q4",16.010937414,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1965-Q1",16.46350016,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1965-Q2",16.620615096,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1965-Q3",16.511928064,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1965-Q4",16.166578563,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1966-Q1",15.612683281,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1966-Q2",14.374661893,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1966-Q3",12.527021676,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1966-Q4",10.134309014,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1967-Q1",5.448505845,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1967-Q2",6.352373644,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1967-Q3",6.562762696,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1967-Q4",5.793736708,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1968-Q1",8.681130709,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1968-Q2",9.121219917,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1968-Q3",6.85169986,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1968-Q4",13.112048907,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1969-Q1",11.292836213,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1969-Q2",9.429695127,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1969-Q3",11.973524261,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1969-Q4",7.499675767,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1970-Q1",9.64749588,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1970-Q2",5.633142787,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1970-Q3",1.400669124,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1970-Q4",-2.594093243,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1971-Q1",-6.526895707,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1971-Q2",-4.944500505,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1971-Q3",-2.45403614,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1971-Q4",2.151228127,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1972-Q1",8.857236411,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1972-Q2",13.988241058,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1972-Q3",16.793399126,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1972-Q4",17.020273456,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1973-Q1",16.062565799,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1973-Q2",13.639945555,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1973-Q3",11.732926998,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1973-Q4",10.891753962,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1974-Q1",9.543864196,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1974-Q2",7.703460884,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1974-Q3",5.771138111,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1974-Q4",2.05885915,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1975-Q1",-2.389542793,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1975-Q2",-5.162423178,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1975-Q3",-5.438668464,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1975-Q4",-4.995846683,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1976-Q1",-2.854026541,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1976-Q2",-0.715916806,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1976-Q3",-0.179733499,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1976-Q4",0.599550337,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1977-Q1",0.411676647,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1977-Q2",-0.901348915,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1977-Q3",-1.570843164,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1977-Q4",-1.527191458,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1978-Q1",-1.751770406,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1978-Q2",-1.969639945,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1978-Q3",-2.78180786,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1978-Q4",-4.318497037,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1979-Q1",-5.68411735,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1979-Q2",-5.483747121,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1979-Q3",-4.204515962,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1979-Q4",-2.141398168,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1980-Q1",1.830874678,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1980-Q2",1.475174033,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1980-Q3",-1.044929808,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1980-Q4",0.53369179,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1981-Q1",-3.747587033,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1981-Q2",-1.618996222,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1981-Q3",1.349574365,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1981-Q4",-2.498814925,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1982-Q1",1.244813278,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1982-Q2",0.123422929,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1982-Q3",0.150232177,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1982-Q4",2.542019725,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1983-Q1",1.092896175,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1983-Q2",0,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1983-Q3",-1.152325106,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1983-Q4",-4.849634245,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1984-Q1",-5.148648649,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1984-Q2",-6.773044788,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1984-Q3",-5.463199283,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1984-Q4",-1.623006834,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1985-Q1",1.438951418,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1985-Q2",4.723426137,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1985-Q3",8.456767603,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1985-Q4",12.272069465,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1986-Q1",11.341292135,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1986-Q2",13.468013468,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1986-Q3",9.512917115,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1986-Q4",7.78551173,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1987-Q1",9.025543992,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1987-Q2",11.232690406,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1987-Q3",13.386165377,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1987-Q4",14.98445348,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1988-Q1",13.965058429,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1988-Q2",13.577502362,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1988-Q3",13.815896408,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1988-Q4",12.917316693,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1989-Q1",14.218274112,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1989-Q2",13.035819143,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1989-Q3",12.005521969,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1989-Q4",9.04025053,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1990-Q1",5.590862628,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1990-Q2",5.974025974,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1990-Q3",6.800119002,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1990-Q4",7.399586096,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1991-Q1",4.987583653,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1991-Q2",3.288398693,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1991-Q3",-0.600899359,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1991-Q4",-0.786503598,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1992-Q1",3.215202053,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1992-Q2",-3.551512755,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1992-Q3",-4.824245336,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1992-Q4",-11.296523842,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1993-Q1",-15.008156607,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1993-Q2",-9.68548817,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1993-Q3",-6.928027594,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1993-Q4",-3.141337861,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1994-Q1",-2.179873869,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1994-Q2",0.086265607,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1994-Q3",2.562596041,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1994-Q4",6.984683521,"E"
"ESP","GFCF","TOT","AGRWTH","Q","1995-Q1",11.562043119,
"ESP","GFCF","TOT","AGRWTH","Q","1995-Q2",9.321778651,
"ESP","GFCF","TOT","AGRWTH","Q","1995-Q3",6.351145334,
"ESP","GFCF","TOT","AGRWTH","Q","1995-Q4",4.08359799,
"ESP","GFCF","TOT","AGRWTH","Q","1996-Q1",1.882922661,
"ESP","GFCF","TOT","AGRWTH","Q","1996-Q2",1.481920569,
"ESP","GFCF","TOT","AGRWTH","Q","1996-Q3",3.213168353,
"ESP","GFCF","TOT","AGRWTH","Q","1996-Q4",3.167714117,
"ESP","GFCF","TOT","AGRWTH","Q","1997-Q1",4.797852709,
"ESP","GFCF","TOT","AGRWTH","Q","1997-Q2",5.426680018,
"ESP","GFCF","TOT","AGRWTH","Q","1997-Q3",4.729785084,
"ESP","GFCF","TOT","AGRWTH","Q","1997-Q4",7.189881717,
"ESP","GFCF","TOT","AGRWTH","Q","1998-Q1",8.662824823,
"ESP","GFCF","TOT","AGRWTH","Q","1998-Q2",9.273672269,
"ESP","GFCF","TOT","AGRWTH","Q","1998-Q3",12.583765743,
"ESP","GFCF","TOT","AGRWTH","Q","1998-Q4",12.538545835,
"ESP","GFCF","TOT","AGRWTH","Q","1999-Q1",8.409241572,
"ESP","GFCF","TOT","AGRWTH","Q","1999-Q2",12.122748563,
"ESP","GFCF","TOT","AGRWTH","Q","1999-Q3",9.412418649,
"ESP","GFCF","TOT","AGRWTH","Q","1999-Q4",9.687719378,
"ESP","GFCF","TOT","AGRWTH","Q","2000-Q1",9.790732436,
"ESP","GFCF","TOT","AGRWTH","Q","2000-Q2",7.179310493,
"ESP","GFCF","TOT","AGRWTH","Q","2000-Q3",7.228890159,
"ESP","GFCF","TOT","AGRWTH","Q","2000-Q4",6.082127299,
"ESP","GFCF","TOT","AGRWTH","Q","2001-Q1",6.409224993,
"ESP","GFCF","TOT","AGRWTH","Q","2001-Q2",4.862073815,
"ESP","GFCF","TOT","AGRWTH","Q","2001-Q3",3.107233102,
"ESP","GFCF","TOT","AGRWTH","Q","2001-Q4",2.479419263,
"ESP","GFCF","TOT","AGRWTH","Q","2002-Q1",4.053582506,
"ESP","GFCF","TOT","AGRWTH","Q","2002-Q2",2.820301573,
"ESP","GFCF","TOT","AGRWTH","Q","2002-Q3",4.407428681,
"ESP","GFCF","TOT","AGRWTH","Q","2002-Q4",4.939514215,
"ESP","GFCF","TOT","AGRWTH","Q","2003-Q1",4.484396833,
"ESP","GFCF","TOT","AGRWTH","Q","2003-Q2",6.861082642,
"ESP","GFCF","TOT","AGRWTH","Q","2003-Q3",6.922540893,
"ESP","GFCF","TOT","AGRWTH","Q","2003-Q4",7.821491911,
"ESP","GFCF","TOT","AGRWTH","Q","2004-Q1",5.654220606,
"ESP","GFCF","TOT","AGRWTH","Q","2004-Q2",4.519852826,
"ESP","GFCF","TOT","AGRWTH","Q","2004-Q3",4.622086542,
"ESP","GFCF","TOT","AGRWTH","Q","2004-Q4",3.556562605,
"ESP","GFCF","TOT","AGRWTH","Q","2005-Q1",6.548191653,
"ESP","GFCF","TOT","AGRWTH","Q","2005-Q2",7.257378335,
"ESP","GFCF","TOT","AGRWTH","Q","2005-Q3",7.493196944,
"ESP","GFCF","TOT","AGRWTH","Q","2005-Q4",6.568988152,
"ESP","GFCF","TOT","AGRWTH","Q","2006-Q1",7.482616064,
"ESP","GFCF","TOT","AGRWTH","Q","2006-Q2",7.477173389,
"ESP","GFCF","TOT","AGRWTH","Q","2006-Q3",6.418800421,
"ESP","GFCF","TOT","AGRWTH","Q","2006-Q4",7.510037717,
"ESP","GFCF","TOT","AGRWTH","Q","2007-Q1",5.728222586,
"ESP","GFCF","TOT","AGRWTH","Q","2007-Q2",4.463355332,
"ESP","GFCF","TOT","AGRWTH","Q","2007-Q3",3.260153048,
"ESP","GFCF","TOT","AGRWTH","Q","2007-Q4",2.356768991,
"ESP","GFCF","TOT","AGRWTH","Q","2008-Q1",-0.415365745,
"ESP","GFCF","TOT","AGRWTH","Q","2008-Q2",-2.1280133,
"ESP","GFCF","TOT","AGRWTH","Q","2008-Q3",-4.88502158,
"ESP","GFCF","TOT","AGRWTH","Q","2008-Q4",-9.707557079,
"ESP","GFCF","TOT","AGRWTH","Q","2009-Q1",-15.692970915,
"ESP","GFCF","TOT","AGRWTH","Q","2009-Q2",-20.439103109,
"ESP","GFCF","TOT","AGRWTH","Q","2009-Q3",-17.958183171,
"ESP","GFCF","TOT","AGRWTH","Q","2009-Q4",-14.911528807,
"ESP","GFCF","TOT","AGRWTH","Q","2010-Q1",-9.569346216,
"ESP","GFCF","TOT","AGRWTH","Q","2010-Q2",-2.948136287,
"ESP","GFCF","TOT","AGRWTH","Q","2010-Q3",-4.188230273,
"ESP","GFCF","TOT","AGRWTH","Q","2010-Q4",-4.497211729,
